"","sample_id","code","sample_date","k","no3_n","mg","ca","nh4_n","year"
"377","Q1",2238,1989-10-05,1.26,NA,NA,NA,NA,1989
"378","Q2",2239,1989-10-05,1.1,NA,NA,NA,NA,1989
"379","Q3",2240,1989-10-05,1,NA,NA,NA,NA,1989
"380","MPR",2247,1989-10-10,1.01,71,2.19,7.94,NA,1989
"381","Q1",2242,1989-10-10,0.91,89,2.87,4.31,NA,1989
"382","Q2",2243,1989-10-10,1.09,NA,2.9,5.51,NA,1989
"383","Q3",2244,1989-10-10,0.93,NA,3.03,3.95,NA,1989
"384","Q1",2253,1989-10-17,1.04,NA,2.92,4.42,NA,1989
"385","Q2",2254,1989-10-17,1.3,171,2.94,5.63,NA,1989
"386","Q3",2255,1989-10-17,1.32,173,3.38,4.34,NA,1989
"387","MPR",2268,1989-10-24,1.17,247,2.23,8.19,NA,1989
"388","Q1",2263,1989-10-24,1.19,251,2.95,4.48,NA,1989
"389","Q2",2264,1989-10-24,1.34,383,2.97,5.71,NA,1989
"390","Q3",2265,1989-10-24,1.33,404,3.37,4.4,NA,1989
"391","Q1",2297,1989-10-31,1.23,338,3.97,4.14,NA,1989
"392","Q2",2298,1989-10-31,1.37,443,3.45,6.02,NA,1989
"393","Q3",2299,1989-10-31,1.48,582,4.17,4.61,NA,1989
"394","MPR",2316,1989-11-07,1.6,614,1.79,6.9,NA,1989
"395","Q1",2307,1989-11-07,1.66,420,3.13,4.25,NA,1989
"396","Q2",2308,1989-11-07,1.82,624,3.05,5.31,NA,1989
"397","Q3",2309,1989-11-07,1.81,657,3.71,4.33,NA,1989
"398","Q1",2317,1989-11-08,2.63,1365,3.1,4.24,NA,1989
"399","Q2",2318,1989-11-08,2.44,1204,2.92,5.45,NA,1989
"400","Q3",2319,1989-11-08,3.44,905,3.67,3.33,NA,1989
"401","MPR",2333,1989-11-14,1.26,357,1.92,7.34,NA,1989
"402","Q1",2324,1989-11-14,1.33,291,3.13,4.31,NA,1989
"403","Q2",2325,1989-11-14,1.6,424,3.02,5.25,NA,1989
"404","Q3",2326,1989-11-14,1.58,444,3.47,1.74,NA,1989
"405","MPR",2360,1989-11-21,NA,212,NA,NA,NA,1989
"406","Q1",2351,1989-11-21,1.13,156,3.07,4.3,NA,1989
"407","Q2",2352,1989-11-21,1.37,304,3.09,5.4,NA,1989
"408","Q3",2353,1989-11-21,1.45,340,3.34,3.97,NA,1989
"409","MPR",2373,1989-11-28,0.91,170,2.45,10.08,NA,1989
"410","Q1",2366,1989-11-28,0.93,185,3.19,5.52,NA,1989
"411","Q2",2367,1989-11-28,1.06,290,3.22,6.86,NA,1989
"412","Q3",2368,1989-11-28,1.15,328,3.47,4.89,NA,1989
"413","MPR",2384,1989-12-05,0.84,10,2.58,10.72,NA,1989
"414","Q1",2377,1989-12-05,0.82,147,3.19,5.69,NA,1989
"415","Q2",2378,1989-12-05,0.96,262,3.17,6.77,NA,1989
"416","Q3",2379,1989-12-05,1,315,3.41,5.01,NA,1989
"417","MPR",2395,1989-12-12,0.44,6,3.62,4.12,NA,1989
"418","Q1",2388,1989-12-12,0.83,164,3.29,5.91,NA,1989
"419","Q2",2389,1989-12-12,1.05,265,3.14,6.85,NA,1989
"420","Q3",2390,1989-12-12,1.01,10,3.57,5.15,NA,1989
"421","MPR",2423,1989-12-19,0.31,NA,NA,NA,NA,1989
"422","Q1",2416,1989-12-19,0.8,148,3.24,6.04,NA,1989
"423","Q2",2417,1989-12-19,0.93,263,3.13,6.91,NA,1989
"424","Q3",2418,1989-12-19,0.99,303,3.55,5.27,NA,1989
"425","MPR",2434,1989-12-26,0.81,179,2.69,11.82,NA,1989
"426","Q1",2427,1989-12-26,0.96,27,3.06,6.78,NA,1989
"427","Q2",2428,1989-12-26,0.79,164,3.19,5.89,NA,1989
"428","Q3",2429,1989-12-26,0.98,361,3.5,5.24,NA,1989
"429","MPR",2445,1990-01-02,1.74,NA,1.8,6.25,NA,1990
"430","Q1",2438,1990-01-02,2.98,NA,3.19,5.15,NA,1990
"431","Q2",2439,1990-01-02,2.42,NA,3.28,6.84,NA,1990
"432","Q3",2440,1990-01-02,2.46,NA,3.8,5.11,NA,1990
"433","MPR",2456,1990-01-09,1.01,113,2.52,10.82,NA,1990
"434","Q1",2449,1990-01-09,0.95,38,3.28,5.9,NA,1990
"435","Q2",2450,1990-01-09,1.21,275,2.85,6.15,NA,1990
"436","Q3",2451,1990-01-09,1.2,304,3.61,5.2,NA,1990
"437","MPR",2482,1990-01-16,1,99,2.35,10.72,NA,1990
"438","Q1",2479,1990-01-16,1,73,3.37,6.13,NA,1990
"439","Q2",2480,1990-01-16,1.2,385,3.13,6.75,NA,1990
"440","Q3",2481,1990-01-16,1.31,36,3.64,5.33,NA,1990
"441","MPR",2496,1990-01-23,1.04,24,2.14,8.7,NA,1990
"442","Q1",2489,1990-01-23,1.05,10,3.23,5.59,NA,1990
"443","Q2",2490,1990-01-23,1.24,10,3,6.5,NA,1990
"444","Q3",2491,1990-01-23,1.32,92,3.55,5.09,NA,1990
"445","MPR",2508,1990-01-30,0.98,335,2.11,9.27,NA,1990
"446","Q1",2503,1990-01-30,1.02,17,3.27,6.01,NA,1990
"447","Q2",2504,1990-01-30,1.23,13,3,6.66,NA,1990
"448","Q3",2505,1990-01-30,1.34,34,3.57,5.27,NA,1990
"449","MPR",2539,1990-02-06,1.04,215,2.33,10.95,NA,1990
"450","Q1",2535,1990-02-06,0.97,156,3.22,6.02,NA,1990
"451","Q2",2536,1990-02-06,1.08,277,3.06,6.8,NA,1990
"452","Q3",2537,1990-02-06,1.19,395,3.42,5.16,NA,1990
"453","MPR",2550,1990-02-13,1.18,308,2.35,9.39,NA,1990
"454","Q1",2546,1990-02-13,1.08,212,3.49,6.01,NA,1990
"455","Q2",2547,1990-02-13,1.29,288,3.3,6.8,NA,1990
"456","Q3",2548,1990-02-13,1.44,530,3.72,5.13,NA,1990
"457","MPR",2564,1990-02-20,1.18,32,2.2,9.05,NA,1990
"458","Q1",2560,1990-02-20,1.21,267,3.4,5.85,NA,1990
"459","Q2",2561,1990-02-20,1.43,57,3.19,6.66,NA,1990
"460","Q3",2562,1990-02-20,1.5,395,3.58,5.02,NA,1990
"461","MPR",2602,1990-02-27,1.02,250,2.18,NA,NA,1990
"462","Q1",2598,1990-02-27,1.16,171,3.46,5.97,NA,1990
"463","Q2",2599,1990-02-27,1.34,253,3.27,6.94,NA,1990
"464","Q3",2600,1990-02-27,1.36,313,3.6,5.04,NA,1990
"465","MPR",2612,1990-03-06,1.06,160,2.44,9.99,NA,1990
"466","Q1",2609,1990-03-06,0.94,119,3.48,6.09,NA,1990
"467","Q2",2610,1990-03-06,1.17,191,3.36,7.06,NA,1990
"468","Q3",2611,1990-03-06,1.26,318,3.7,5.27,NA,1990
"469","MPR",2627,1990-03-13,1.17,333,1,3.84,NA,1990
"470","Q1",2620,1990-03-13,2.25,NA,1.82,3.05,NA,1990
"471","Q2",2621,1990-03-13,1.93,151,1.93,4.31,NA,1990
"472","Q3",2622,1990-03-13,1.99,56,2.36,3.36,NA,1990
"473","MPR",2660,1990-03-20,0.95,226,2.21,8.49,NA,1990
"474","Q1",2655,1990-03-20,1.29,490,3.25,5.58,NA,1990
"475","Q2",2656,1990-03-20,1.34,NA,3.22,6.79,NA,1990
"476","Q3",2657,1990-03-20,1.49,751,3.35,4.64,NA,1990
"477","MPR",2671,1990-03-27,1.19,336,1.62,5.46,NA,1990
"478","Q1",2666,1990-03-27,1.19,259,3.11,5.34,NA,1990
"479","Q2",2667,1990-03-27,1.24,274,3.14,6.75,NA,1990
"480","Q3",2668,1990-03-27,1.5,644,3.08,4.4,NA,1990
"481","MPR",2737,1990-04-03,0.93,123,2.15,8.32,NA,1990
"482","Q1",2734,1990-04-03,1.03,NA,3.26,5.54,NA,1990
"483","Q2",2735,1990-04-03,1.12,NA,3.33,7.01,NA,1990
"484","Q3",2736,1990-04-03,1.23,NA,3.55,4.94,NA,1990
"485","MPR",2939,1990-04-10,1,124,2.42,10.45,NA,1990
"486","Q1",2935,1990-04-10,0.95,8,3.39,5.85,NA,1990
"487","Q2",2936,1990-04-10,1.08,111,3.41,7.31,NA,1990
"488","Q3",2937,1990-04-10,1.15,225,3.63,5.11,NA,1990
"489","MPR",2993,1990-04-17,0.99,130,2.16,9.07,NA,1990
"490","Q1",2989,1990-04-17,0.94,42,3.29,5.81,NA,1990
"491","Q2",2990,1990-04-17,1.02,53,3.32,7.17,NA,1990
"492","Q3",2991,1990-04-17,1.17,148,3.62,5.13,NA,1990
"493","MPR",3003,1990-04-24,0.99,10,2.41,10.48,NA,1990
"494","Q1",3000,1990-04-24,0.97,53,3.35,5.96,NA,1990
"495","Q2",3001,1990-04-24,1.05,10,3.34,7.25,NA,1990
"496","Q3",3002,1990-04-24,1.18,10,3.62,5.19,NA,1990
"497","Q1",3022,1990-04-25,1.71,999,0.49,0.66,NA,1990
"498","Q1",3019,1990-04-25,2.1,1468,0.65,0.88,NA,1990
"499","Q1",3009,1990-04-25,2.3,1413,0.59,0.83,NA,1990
"500","Q2",3023,1990-04-25,1.64,840,0.42,0.79,NA,1990
"501","Q2",3020,1990-04-25,1.99,1059,0.51,1.03,NA,1990
"502","Q2",3010,1990-04-25,1.92,1338,0.63,1.17,NA,1990
"503","Q3",3021,1990-04-25,1.72,136,0.45,0.6,NA,1990
"504","Q3",3011,1990-04-25,1.56,970,0.7,0.88,NA,1990
"505","Q3",3024,1990-04-25,1.46,691,0.57,0.71,NA,1990
"506","Q1",3016,1990-04-26,1.49,243,2.72,4.23,NA,1990
"507","Q2",3017,1990-04-26,1.56,711,2.23,4.58,NA,1990
"508","Q3",3018,1990-04-26,1.45,352,2.4,3.08,NA,1990
"509","MPR",3034,1990-05-01,1.01,183,2.14,8.95,NA,1990
"510","Q1",3031,1990-05-01,1.09,193,3.38,5.97,NA,1990
"511","Q2",3032,1990-05-01,1.05,332,3.14,6.67,NA,1990
"512","Q3",3033,1990-05-01,1.12,262,3.35,4.57,NA,1990
"513","MPR",3213,1990-05-08,1.01,17,2.44,10.49,NA,1990
"514","Q1",3209,1990-05-08,1.15,189,3.24,5.48,NA,1990
"515","Q2",3210,1990-05-08,1.23,10,3.2,6.8,NA,1990
"516","Q3",3211,1990-05-08,1.25,10,3.48,4.86,NA,1990
"517","Q1",3219,1990-05-10,1.83,737,1.53,2.51,NA,1990
"518","Q2",3220,1990-05-10,1.63,736,1.81,3.99,NA,1990
"519","Q3",3221,1990-05-10,1.59,780,2.02,2.84,NA,1990
"520","MPR",3230,1990-05-15,0.95,250,1.7,8.31,NA,1990
"521","Q1",3222,1990-05-15,1.14,204,3.15,5.42,NA,1990
"522","Q2",3223,1990-05-15,1.26,274,3.09,6.66,NA,1990
"523","Q3",3224,1990-05-15,1.34,373,3.28,4.58,NA,1990
"524","MPR",3239,1990-05-22,1,117,2.33,10.22,NA,1990
"525","Q1",3236,1990-05-22,1.14,163,3.36,5.84,NA,1990
"526","Q2",3237,1990-05-22,1.25,235,3.32,7.13,NA,1990
"527","Q3",3238,1990-05-22,1.28,275,3.53,4.8,NA,1990
"528","MPR",3346,1990-05-29,1.07,217,2.12,9.24,NA,1990
"529","Q1",3343,1990-05-29,1.24,142,3.29,5.4,NA,1990
"530","Q2",3344,1990-05-29,1.29,359,3.12,5.2,NA,1990
"531","Q3",3345,1990-05-29,1.37,348,3.24,4.35,NA,1990
"532","MPR",3453,1990-06-05,1.01,212,2.03,8.75,NA,1990
"533","Q1",3450,1990-06-05,1.16,10,3.08,5.25,NA,1990
"534","Q2",3451,1990-06-05,1.22,144,3.26,6.82,NA,1990
"535","Q3",3452,1990-06-05,1.26,188,3.66,4.81,NA,1990
"536","MPR",3467,1990-06-12,1,213,2.11,9.06,NA,1990
"537","Q1",3464,1990-06-12,1.19,154,3.21,5.75,NA,1990
"538","Q2",3465,1990-06-12,1.26,261,3.41,6.99,NA,1990
"539","Q3",3466,1990-06-12,1.27,154,3.65,4.76,NA,1990
"540","MPR",3478,1990-06-19,0.94,184,2.12,8.42,NA,1990
"541","Q1",3475,1990-06-19,1.24,170,3.44,5.56,NA,1990
"542","Q2",3476,1990-06-19,1.22,503,3.25,6.78,NA,1990
"543","Q3",3477,1990-06-19,1.26,337,3.44,4.53,NA,1990
"544","MPR",3489,1990-06-26,0.87,237,1.58,6.25,NA,1990
"545","Q1",3486,1990-06-26,1.29,203,3.09,5.07,NA,1990
"546","Q2",3487,1990-06-26,1.22,294,2.9,6.06,NA,1990
"547","Q3",3488,1990-06-26,1.26,379,2.76,3.81,NA,1990
"548","MPR",3500,1990-07-03,0.95,129,2.42,10.04,NA,1990
"549","Q1",3497,1990-07-03,1,109,3.71,6.39,NA,1990
"550","Q2",3498,1990-07-03,1.04,199,3.43,7.54,NA,1990
"551","Q3",3499,1990-07-03,1.16,236,3.72,5.09,NA,1990
"552","MPR",3511,1990-07-10,0.91,153,2.35,9.93,NA,1990
"553","Q1",3508,1990-07-10,1.03,119,3.49,5.94,NA,1990
"554","Q2",3509,1990-07-10,1.08,212,3.46,7.25,NA,1990
"555","Q3",3510,1990-07-10,1.14,261,3.69,5.04,NA,1990
"556","MPR",3525,1990-07-17,0.86,10,2.16,9.08,NA,1990
"557","Q1",3522,1990-07-17,0.93,77,3.54,6.18,NA,1990
"558","Q2",3523,1990-07-17,0.97,137,3.6,7.82,NA,1990
"559","Q3",3524,1990-07-17,1.05,97,3.69,5.3,NA,1990
"560","MPR",3536,1990-07-24,0.98,328,1.13,4.31,NA,1990
"561","Q1",3533,1990-07-24,1.7,445,1.92,3.13,NA,1990
"562","Q2",3534,1990-07-24,1.24,236,1.94,4.1,NA,1990
"563","Q3",3535,1990-07-24,1.23,NA,1.97,2.88,NA,1990
"564","MPR",3547,1990-07-31,0.85,115,2.42,10.87,NA,1990
"565","Q1",3544,1990-07-31,0.86,7,3.62,6.18,NA,1990
"566","Q2",3545,1990-07-31,0.93,109,3.63,7.63,NA,1990
"567","Q3",3546,1990-07-31,1.04,142,3.73,5.31,NA,1990
"568","MPR",3558,1990-08-07,0.89,101,2.76,11.45,NA,1990
"569","Q1",3555,1990-08-07,0.89,49,3.65,6.38,NA,1990
"570","Q2",3556,1990-08-07,0.93,107,3.68,8.2,NA,1990
"571","Q3",3557,1990-08-07,1,211,4.05,5.8,NA,1990
"572","MPR",3666,1990-08-14,0.83,339,1.15,6.78,NA,1990
"573","Q1",3663,1990-08-14,1.29,250,2.96,4.75,NA,1990
"574","Q2",3664,1990-08-14,1.14,415,2.75,5.47,NA,1990
"575","Q3",3665,1990-08-14,1.1,424,2.88,8.74,NA,1990
"576","MPR",3677,1990-08-21,0.85,127,2.35,10.15,NA,1990
"577","Q1",3674,1990-08-21,0.86,90,3.44,6.13,NA,1990
"578","Q2",3675,1990-08-21,0.95,212,3.33,7.35,NA,1990
"579","Q3",3676,1990-08-21,1.04,215,3.55,5.06,NA,1990
"580","MPR",3688,1990-08-28,0.85,85,2.17,10.11,NA,1990
"581","Q1",3685,1990-08-28,0.78,10,3.51,6.04,NA,1990
"582","Q2",3686,1990-08-28,0.84,159,3.44,7.28,NA,1990
"583","Q3",3687,1990-08-28,1.01,139,3.51,5.24,NA,1990
"584","MPR",3699,1990-09-04,0.85,112,2.12,9.01,NA,1990
"585","Q1",3696,1990-09-04,0.78,10,3.15,6.06,NA,1990
"586","Q2",3697,1990-09-04,0.88,10,3.73,8.31,NA,1990
"587","Q3",3698,1990-09-04,0.99,10,3.66,5.44,NA,1990
"588","MPR",3710,1990-09-11,0.86,67,2.23,10.02,NA,1990
"589","Q1",3707,1990-09-11,0.76,NA,3.47,6.13,NA,1990
"590","Q2",3708,1990-09-11,0.9,15,3.27,7.37,NA,1990
"591","Q3",3709,1990-09-11,0.97,11,3.54,5.3,NA,1990
"592","MPR",3721,1990-09-18,0.83,129,1.78,8.39,NA,1990
"593","Q1",3718,1990-09-18,0.79,NA,3.36,5.88,NA,1990
"594","Q2",3719,1990-09-18,0.85,22,3.25,7.16,NA,1990
"595","Q3",3720,1990-09-18,0.97,83,3.52,5.19,NA,1990
"596","MPR",3992,1990-09-25,0.86,112,2.3,9.94,NA,1990
"597","Q1",3989,1990-09-25,0.81,NA,3.33,6.21,NA,1990
"598","Q2",3990,1990-09-25,0.88,22,3.19,7.43,NA,1990
"599","Q3",3991,1990-09-25,0.93,105,3.49,5.31,NA,1990
"600","MPR",4012,1990-10-02,0.76,88,2.09,8.94,NA,1990
"601","Q1",4009,1990-10-02,1,76,2.55,4.99,NA,1990
"602","Q2",4010,1990-10-02,0.96,128,2.38,6.12,NA,1990
"603","Q3",4011,1990-10-02,0.94,168,2.87,4.26,NA,1990
"604","MPR",4084,1990-10-09,0.87,119,1.95,8.3,NA,1990
"605","Q1",4081,1990-10-09,0.98,48,3.08,5.65,NA,1990
"606","Q2",4082,1990-10-09,0.97,101,2.81,6.53,NA,1990
"607","Q3",4083,1990-10-09,1.04,93,3.35,4.82,NA,1990
"608","MPR",4095,1990-10-16,0.78,138,2.17,8.05,NA,1990
"609","Q1",4092,1990-10-16,0.87,9,3.49,5.55,NA,1990
"610","Q2",4093,1990-10-16,0.91,97,3.27,6.67,NA,1990
"611","Q3",4094,1990-10-16,0.92,108,5.21,10.38,NA,1990
"612","MPR",4171,1990-10-23,0.78,170,1.95,8,NA,1990
"613","Q1",4168,1990-10-23,0.95,67,3.16,5.19,NA,1990
"614","Q2",4169,1990-10-23,0.93,172,3.14,6.45,NA,1990
"615","Q3",4170,1990-10-23,0.94,181,2.91,4.26,NA,1990
"616","MPR",4311,1990-10-30,0.71,133,1.36,4.39,NA,1990
"617","Q1",4308,1990-10-30,1.19,130,1.6,2.64,NA,1990
"618","Q2",4309,1990-10-30,1,100,1.54,3.29,NA,1990
"619","Q3",4310,1990-10-30,0.95,104,1.7,4.24,NA,1990
"620","MPR",4322,1990-11-06,0.76,7,1.81,6.96,NA,1990
"621","Q1",4319,1990-11-06,1.04,257,2.94,4.63,NA,1990
"622","Q2",4320,1990-11-06,0.54,252,1.99,4.17,NA,1990
"623","Q3",4321,1990-11-06,0.96,178,2.7,3.9,NA,1990
"624","MPR",4333,1990-11-13,0.77,NA,2.36,8.43,NA,1990
"625","Q1",4330,1990-11-13,0.97,113,3.27,5.05,NA,1990
"626","Q2",4331,1990-11-13,0.86,170,3.37,6.61,NA,1990
"627","Q3",4332,1990-11-13,0.91,163,3.39,4.6,NA,1990
"628","MPR",4368,1990-11-20,0.78,171,2.33,9.45,NA,1990
"629","Q1",4365,1990-11-20,0.85,75,3.32,5.03,NA,1990
"630","Q2",4366,1990-11-20,0.84,253,3.38,6.94,NA,1990
"631","Q3",4367,1990-11-20,0.86,171,3.54,4.82,NA,1990
"632","MPR",4394,1990-11-27,0.72,183,1.87,8.49,NA,1990
"633","Q1",4391,1990-11-27,0.95,142,3,4.7,NA,1990
"634","Q2",4392,1990-11-27,0.89,205,3.16,6.99,NA,1990
"635","Q3",4393,1990-11-27,0.84,234,3.19,4.61,NA,1990
"636","MPR",4405,1990-12-04,0.7,216,0.36,0.21,NA,1990
"637","Q1",4411,1990-12-04,1.31,236,1.57,2.65,NA,1990
"638","Q1",4402,1990-12-04,0.96,8,2.89,4.94,NA,1990
"639","Q2",4412,1990-12-04,1.13,289,1.62,3.8,NA,1990
"640","Q2",4403,1990-12-04,0.94,8,2.84,6.28,NA,1990
"641","Q3",4413,1990-12-04,1.04,NA,1.76,2.58,NA,1990
"642","Q3",4404,1990-12-04,0.88,164,1.59,6.81,NA,1990
"643","MPR",4419,1990-12-11,0.62,89,2.26,9.73,NA,1990
"644","Q1",4416,1990-12-11,0.78,7,3.25,5.69,NA,1990
"645","Q2",4417,1990-12-11,0.77,7,3.3,7.42,NA,1990
"646","Q3",4418,1990-12-11,0.82,114,3.5,5.07,NA,1990
"647","Q1",4495,1990-12-14,2.14,300,1.65,2.87,NA,1990
"648","Q2",4496,1990-12-14,2.16,300,2.32,5.33,NA,1990
"649","Q3",4497,1990-12-14,1.76,258,1.72,2.76,NA,1990
"650","MPR",4489,1990-12-18,0.56,165,2.14,9.49,NA,1990
"651","Q1",4486,1990-12-18,0.69,87,3.24,5.64,NA,1990
"652","Q2",4487,1990-12-18,0.72,252,3.35,7.37,NA,1990
"653","Q3",4488,1990-12-18,0.73,322,3.45,4.86,NA,1990
"654","MPR",4566,1990-12-25,0.75,110,3.36,10.45,NA,1990
"655","Q1",4563,1990-12-25,0.86,121,3.25,5.65,NA,1990
"656","Q2",4564,1990-12-25,0.89,235,3.37,7.1,NA,1990
"657","Q3",4565,1990-12-25,0.92,189,3.5,5.01,NA,1990
"658","MPR",4578,1990-12-31,0.88,158,1.18,4.72,NA,1990
"659","Q1",4575,1990-12-31,1.23,233,2.37,3.96,NA,1990
"660","Q2",4576,1990-12-31,1.18,267,2.33,5.15,NA,1990
"661","Q3",4577,1990-12-31,1.12,192,2.32,3.27,NA,1990
"662","MPR",4590,1991-01-08,0.77,127,1.96,9.05,NA,1991
"663","Q1",4587,1991-01-08,1.07,131,2.8,4.89,NA,1991
"664","Q2",4588,1991-01-08,1.13,340,3.15,7.06,NA,1991
"665","Q3",4589,1991-01-08,1.04,168,3.24,4.65,NA,1991
"666","MPR",4772,1991-01-15,0.59,NA,2.09,8.5,NA,1991
"667","Q1",4769,1991-01-15,0.79,NA,3.65,6.78,NA,1991
"668","Q2",4770,1991-01-15,0.78,NA,3.29,7.06,NA,1991
"669","Q3",4771,1991-01-15,0.73,NA,3.22,4.47,NA,1991
"670","MPR",4760,1991-01-22,0.35,123,3.34,5.02,NA,1991
"671","Q1",4757,1991-01-22,0.67,176,3.36,5.91,NA,1991
"672","Q2",4758,1991-01-22,0.74,138,3.41,7.46,NA,1991
"673","Q3",4759,1991-01-22,0.77,111,3.51,4.74,NA,1991
"674","MPR",4787,1991-01-29,0.66,106,2.34,5.24,NA,1991
"675","Q1",4784,1991-01-29,0.77,188,3.3,6.18,NA,1991
"676","Q2",4785,1991-01-29,0.75,95,3.25,7.07,NA,1991
"677","Q3",4786,1991-01-29,0.79,NA,3.38,7.41,NA,1991
"678","MPR",4798,1991-02-05,0.66,234,1.58,6.49,NA,1991
"679","Q1",4795,1991-02-05,0.83,NA,3.01,5.4,NA,1991
"680","Q2",4796,1991-02-05,0.86,5,3.03,6.8,NA,1991
"681","Q3",4797,1991-02-05,0.78,11,2.96,4.53,NA,1991
"682","MPR",4810,1991-02-12,0.74,63,2.31,9.52,NA,1991
"683","Q1",4807,1991-02-12,0.8,28,3.57,6.39,NA,1991
"684","Q2",4808,1991-02-12,0.89,63,3.39,7.42,NA,1991
"685","Q3",4809,1991-02-12,0.9,137,8.7,5.43,NA,1991
"686","MPR",4822,1991-02-19,0.62,219,1.36,5.63,NA,1991
"687","Q1",4819,1991-02-19,1.12,13,2.41,4.27,NA,1991
"688","Q2",4820,1991-02-19,0.98,71,2.4,5.56,NA,1991
"689","Q3",4821,1991-02-19,0.86,306,2.57,4.07,NA,1991
"690","MPR",4834,1991-02-26,0.65,32,2.05,7.68,NA,1991
"691","Q1",4831,1991-02-26,0.86,89,3.36,5.37,NA,1991
"692","Q2",4832,1991-02-26,0.87,229,2.28,6.71,NA,1991
"693","Q3",4833,1991-02-26,0.83,174,3.38,4.49,NA,1991
"694","MPR",4846,1991-03-05,0.6,NA,2.09,8.65,NA,1991
"695","Q1",4843,1991-03-05,0.7,74,3.25,5.96,NA,1991
"696","Q2",4844,1991-03-05,0.79,NA,3.14,6.81,NA,1991
"697","Q3",4845,1991-03-05,0.7,168,3.34,4.82,NA,1991
"698","MPR",4858,1991-03-12,2.7,114,2.18,9.9,NA,1991
"699","Q1",4855,1991-03-12,0.79,47,3.1,5.8,NA,1991
"700","Q2",4856,1991-03-12,0.8,272,3.04,6.9,NA,1991
"701","Q3",4857,1991-03-12,0.74,173,3.28,5,NA,1991
"702","MPR",4870,1991-03-19,0.76,164,1.62,6.9,NA,1991
"703","Q1",4867,1991-03-19,0.81,158,3.25,6.1,NA,1991
"704","Q2",4868,1991-03-19,0.8,212,3.11,7.2,NA,1991
"705","Q3",4869,1991-03-19,0.76,229,3.19,4.69,NA,1991
"706","Q1",4933,1991-03-22,NA,NA,NA,NA,NA,1991
"707","Q2",4934,1991-03-22,NA,NA,NA,NA,NA,1991
"708","Q3",4935,1991-03-22,NA,NA,NA,NA,NA,1991
"709","MPR",4882,1991-03-26,0.63,133,2.14,NA,NA,1991
"710","Q1",4879,1991-03-26,0.71,113,3.1,5.84,NA,1991
"711","Q2",4880,1991-03-26,0.76,158,3.11,7.02,NA,1991
"712","Q3",4881,1991-03-26,0.7,152,3.46,5.13,NA,1991
"713","MPR",4944,1991-04-02,0.67,14,2.23,4.58,NA,1991
"714","Q1",4941,1991-04-02,0.75,78,3.27,5.99,NA,1991
"715","Q2",4942,1991-04-02,0.78,191,3.18,7.06,NA,1991
"716","Q3",4943,1991-04-02,0.76,80,3.5,5.06,NA,1991
"717","Q1",4975,1991-04-09,0.77,36,3.13,5.59,NA,1991
"718","Q2",4976,1991-04-09,0.76,18,2.93,6.66,NA,1991
"719","Q3",4977,1991-04-09,0.71,23,3.19,4.77,NA,1991
"720","MPR",5051,1991-04-15,0.75,29,1.13,4.31,NA,1991
"721","Q1",5048,1991-04-15,0.9,23,3.01,5.25,NA,1991
"722","Q2",5049,1991-04-15,1,29,2.8,6.08,NA,1991
"723","Q3",5050,1991-04-15,0.94,21,3.11,4.42,NA,1991
"724","MPR",5124,1991-04-23,0.85,70,1.33,4,NA,1991
"725","Q1",5121,1991-04-23,0.93,19,3.14,5.51,NA,1991
"726","Q2",5122,1991-04-23,1.02,19,2.93,6.62,NA,1991
"727","Q3",5123,1991-04-23,0.94,44,3.11,4.57,NA,1991
"728","MPR",5204,1991-04-30,0.83,55,1.13,4.31,NA,1991
"729","Q1",5201,1991-04-30,0.78,31,1.92,3.13,NA,1991
"730","Q2",5202,1991-04-30,0.96,42,1.94,4.1,NA,1991
"731","Q3",5203,1991-04-30,0.9,92,1.97,2.88,NA,1991
"732","MPR",5436,1991-05-07,0.66,32,0.84,5.02,NA,1991
"733","Q1",5433,1991-05-07,0.89,70,3,5.62,NA,1991
"734","Q2",5434,1991-05-07,1.02,18,3.09,3.08,NA,1991
"735","Q3",5435,1991-05-07,0.85,16,3.72,3.7,NA,1991
"736","MPR",5551,1991-05-14,0.73,75,0.84,5.09,NA,1991
"737","Q1",5548,1991-05-14,0.96,10,3.01,5.76,NA,1991
"738","Q2",5549,1991-05-14,0.93,10,3.19,3.14,NA,1991
"739","Q3",5550,1991-05-14,0.85,NA,3.44,3.68,NA,1991
"740","MPR",6075,1991-05-21,0.73,45,NA,NA,NA,1991
"741","Q1",6072,1991-05-21,0.89,10,3.09,5.4,NA,1991
"742","Q2",6073,1991-05-21,0.98,19,3.1,3.7,NA,1991
"743","Q3",6074,1991-05-21,0.94,45,3.61,5.1,NA,1991
"744","MPR",6118,1991-05-28,NA,10,0.36,NA,NA,1991
"745","Q1",6115,1991-05-28,0.89,22,3.11,5.26,NA,1991
"746","Q2",6116,1991-05-28,0.98,10,2.01,3.71,NA,1991
"747","Q3",6117,1991-05-28,0.86,78,3.08,5.68,NA,1991
"748","Q1",6317,1991-05-31,0.92,NA,3.06,5.21,NA,1991
"749","Q2",6318,1991-05-31,1.08,NA,3.08,3.02,NA,1991
"750","Q3",6319,1991-05-31,0.9,NA,3.41,3.64,NA,1991
"751","Q1",6167,1991-06-01,NA,NA,NA,NA,NA,1991
"752","Q2",6168,1991-06-01,NA,NA,NA,NA,NA,1991
"753","Q3",6169,1991-06-01,NA,NA,NA,NA,NA,1991
"754","MPR",6160,1991-06-04,0.84,86,0.87,5.08,NA,1991
