"","...1","sample_id","code","sample_date","k","no3_n","mg","ca","nh4_n","year","nh4_n_avg"
"959",959,"Q2",9794,1992-04-28,1.16,27,3.09,6.32,NA,1992,NA
"960",960,"Q3",9795,1992-04-28,0.96,28,3.36,5.81,NA,1992,NA
"961",961,"MPR",9911,1992-05-05,0.73,100,1.73,8.18,NA,1992,NA
"962",962,"Q1",9908,1992-05-05,1.07,27,3.13,5.32,NA,1992,NA
"963",963,"Q2",9909,1992-05-05,1.12,353,2.12,4.2,NA,1992,NA
"964",964,"Q3",9910,1992-05-05,1.41,168,3.1,4.29,NA,1992,NA
"965",965,"MPR",10450,1992-05-12,0.86,28,1.97,8.19,NA,1992,NA
"966",966,"Q1",10447,1992-05-12,0.97,137,3.37,5.64,NA,1992,NA
"967",967,"Q2",10448,1992-05-12,1.21,276,2.9,6.35,NA,1992,NA
"968",968,"Q3",10449,1992-05-12,0.89,168,3.6,5.04,NA,1992,NA
"969",969,"MPR",10705,1992-05-19,0.93,97,2.21,9.37,NA,1992,NA
"970",970,"Q1",10702,1992-05-19,0.92,128,3.28,5.3,NA,1992,NA
"971",971,"Q2",10703,1992-05-19,1.36,209,2.56,6.28,NA,1992,NA
"972",972,"Q3",10704,1992-05-19,0.8,131,3.84,5.54,NA,1992,NA
"973",973,"MPR",10763,1992-05-26,0.94,NA,1.42,5.82,NA,1992,NA
"974",974,"Q1",10760,1992-05-26,1.35,NA,2.54,4.21,NA,1992,NA
"975",975,"Q2",10761,1992-05-26,1.35,NA,2.42,4.98,NA,1992,NA
"976",976,"Q3",10762,1992-05-26,0.79,NA,2.23,3.25,NA,1992,NA
"977",977,"MPR",10776,1992-06-02,0.59,80,0.91,3.47,NA,1992,NA
"978",978,"Q1",10773,1992-06-02,1.34,66,1.49,2.24,NA,1992,NA
"979",979,"Q2",10774,1992-06-02,1.16,43,1.47,3.14,NA,1992,NA
"980",980,"Q3",10775,1992-06-02,1.09,53,1.28,2.16,NA,1992,NA
"981",981,"MPR",10888,1992-06-09,0.89,14,2.15,8.57,NA,1992,NA
"982",982,"Q1",10885,1992-06-09,1,10,3.09,5.32,NA,1992,NA
"983",983,"Q2",10886,1992-06-09,1.43,26,3.28,6.77,NA,1992,NA
"984",984,"Q3",10887,1992-06-09,0.88,10,3.25,4.86,NA,1992,NA
"985",985,"MPR",10901,1992-06-16,0.77,35,1.23,4.49,NA,1992,NA
"986",986,"Q1",10898,1992-06-16,1.21,27,1.58,2.54,NA,1992,NA
"987",987,"Q2",10899,1992-06-16,1.32,28,2.11,4.56,NA,1992,NA
"988",988,"Q3",10900,1992-06-16,0.77,333,1.75,2.5,NA,1992,NA
"989",989,"MPR",11122,1992-06-23,0.71,29,1.61,5.92,NA,1992,NA
"990",990,"Q1",11119,1992-06-23,0.98,32,2.46,3.92,NA,1992,NA
"991",991,"Q2",11120,1992-06-23,1.11,37,2.39,4.56,NA,1992,NA
"992",992,"Q3",11121,1992-06-23,0.83,29,2.16,3.04,NA,1992,NA
"993",993,"MPR",11284,1992-06-30,0.86,29,2.63,10.24,NA,1992,NA
"994",994,"Q1",11281,1992-06-30,1.15,31,3.27,5.49,NA,1992,NA
"995",995,"Q2",11282,1992-06-30,1.29,29,3.8,7.8,NA,1992,NA
"996",996,"Q3",11283,1992-06-30,0.96,32,3.5,5.14,NA,1992,NA
"997",997,"MPR",11297,1992-07-07,0.94,29,2.62,10.17,NA,1992,NA
"998",998,"Q1",11294,1992-07-07,1.14,111,3.32,5.58,NA,1992,NA
"999",999,"Q2",11295,1992-07-07,1.23,28,3.42,7.2,NA,1992,NA
"1000",1000,"Q3",11296,1992-07-07,1,29,3.48,5.44,NA,1992,NA
"1001",1001,"MPR",11310,1992-07-14,0.84,43,2.57,10,NA,1992,NA
"1002",1002,"Q1",11307,1992-07-14,1.32,41,3.68,6.34,NA,1992,NA
"1003",1003,"Q2",11308,1992-07-14,1.23,42,3.72,7.76,NA,1992,NA
"1004",1004,"Q3",11309,1992-07-14,0.82,43,3.26,4.52,NA,1992,NA
"1005",1005,"MPR",11323,1992-07-21,0.74,43,1.94,7.21,NA,1992,NA
"1006",1006,"Q1",11320,1992-07-21,1.09,NA,3.4,5.72,NA,1992,NA
"1007",1007,"Q2",11321,1992-07-21,1.21,142,3.43,6.86,NA,1992,NA
"1008",1008,"Q3",11322,1992-07-21,0.99,48,3.5,4.97,NA,1992,NA
"1009",1009,"MPR",11384,1992-07-28,0.83,41,1.99,8.38,NA,1992,NA
"1010",1010,"Q1",11381,1992-07-28,1.18,148,3.48,5.94,NA,1992,NA
"1011",1011,"Q2",11382,1992-07-28,1.36,147,3.27,7.05,NA,1992,NA
"1012",1012,"Q3",11383,1992-07-28,0.83,90,3.34,4.97,NA,1992,NA
"1013",1013,"MPR",11397,1992-08-04,0.8,12,2.17,8.43,NA,1992,NA
"1014",1014,"Q1",11394,1992-08-04,1.11,359,3.41,6.04,NA,1992,NA
"1015",1015,"Q2",11395,1992-08-04,1.24,193,3.35,7.2,NA,1992,NA
"1016",1016,"Q3",11396,1992-08-04,1.06,26,3.42,4.92,NA,1992,NA
"1017",1017,"MPR",11410,1992-08-11,0.56,47,1,4.01,NA,1992,NA
"1018",1018,"Q1",11407,1992-08-11,1.13,26,1.9,3.06,NA,1992,NA
"1019",1019,"Q2",11408,1992-08-11,1.38,26,1.99,4.42,NA,1992,NA
"1020",1020,"Q3",11409,1992-08-11,0.85,26,1.9,2.87,NA,1992,NA
"1021",1021,"MPR",11423,1992-08-18,0.69,70,2.27,8.96,NA,1992,NA
"1022",1022,"Q1",11420,1992-08-18,1.09,27,3.34,5.98,NA,1992,NA
"1023",1023,"Q2",11421,1992-08-18,1.03,170,3.46,7.32,NA,1992,NA
"1024",1024,"Q3",11422,1992-08-18,0.83,99,3.54,5.15,NA,1992,NA
"1025",1025,"MPR",11436,1992-08-25,0.88,79,2.23,9.1,NA,1992,NA
"1026",1026,"Q1",11433,1992-08-25,1.11,382,3.41,6.31,NA,1992,NA
"1027",1027,"Q2",11434,1992-08-25,1.1,197,2.9,6.31,NA,1992,NA
"1028",1028,"Q3",11435,1992-08-25,2.93,11,3.43,4.16,NA,1992,NA
"1029",1029,"MPR",11449,1992-09-01,1.12,68,3.14,11.62,NA,1992,NA
"1030",1030,"Q1",11446,1992-09-01,1,10,3.77,6.51,NA,1992,NA
"1031",1031,"Q2",11447,1992-09-01,1.39,10,4.16,8.16,NA,1992,NA
"1032",1032,"Q3",11448,1992-09-01,0.76,10,0.61,2.46,NA,1992,NA
"1033",1033,"MPR",11462,1992-09-08,0.89,10,2.69,10.03,NA,1992,NA
"1034",1034,"Q1",11459,1992-09-08,1.17,10,2.39,4.24,NA,1992,NA
"1035",1035,"Q2",11460,1992-09-08,1.39,10,2.5,5.7,NA,1992,NA
"1036",1036,"Q3",11461,1992-09-08,1.1,10,3.83,5.73,NA,1992,NA
"1037",1037,"MPR",11475,1992-09-15,1.16,11,2.32,9.85,NA,1992,NA
"1038",1038,"Q1",11472,1992-09-15,1.36,16,4.61,7.98,NA,1992,NA
"1039",1039,"Q2",11473,1992-09-15,1.06,10,3.15,6.47,NA,1992,NA
"1040",1040,"Q3",11474,1992-09-15,0.84,38,3.62,5.67,NA,1992,NA
"1041",1041,"MPR",11488,1992-09-22,0.66,21,1.72,6.96,NA,1992,NA
"1042",1042,"Q1",11485,1992-09-22,1.06,10,2.93,5.03,NA,1992,NA
"1043",1043,"Q2",11486,1992-09-22,1.43,10,2.96,6.71,NA,1992,NA
"1044",1044,"Q3",11487,1992-09-22,0.84,122,2.92,4.07,NA,1992,NA
"1045",1045,"MPR",11501,1992-09-29,0.7,89,2.02,8.6,NA,1992,NA
"1046",1046,"Q1",11498,1992-09-29,1,84,3.37,6.1,NA,1992,NA
"1047",1047,"Q2",11499,1992-09-29,1.44,91,2.89,5.71,NA,1992,NA
"1048",1048,"Q3",11500,1992-09-29,0.9,105,3,4.32,NA,1992,NA
"1049",1049,"MPR",11514,1992-10-06,0.75,164,2.43,9.92,NA,1992,NA
"1050",1050,"Q1",11511,1992-10-06,0.95,288,3.54,6.4,NA,1992,NA
"1051",1051,"Q2",11512,1992-10-06,1.12,234,3.14,6.5,NA,1992,NA
"1052",1052,"Q3",11513,1992-10-06,0.81,142,3.39,4.39,NA,1992,NA
"1053",1053,"MPR",11527,1992-10-13,0.75,24,2.59,11.18,NA,1992,NA
"1054",1054,"Q1",11524,1992-10-13,1.27,NA,4.27,7.35,NA,1992,NA
"1055",1055,"Q2",11525,1992-10-13,1.27,8,3.31,6.92,NA,1992,NA
"1056",1056,"Q3",11526,1992-10-13,1.09,46,4.48,6.66,NA,1992,NA
"1057",1057,"MPR",11540,1992-10-20,0.71,7,2.37,9.45,NA,1992,NA
"1058",1058,"Q1",11537,1992-10-20,0.87,56,3.45,6.16,NA,1992,NA
"1059",1059,"Q2",11538,1992-10-20,1.13,NA,3.12,6.86,NA,1992,NA
"1060",1060,"Q3",11539,1992-10-20,0.84,7,3.63,5,NA,1992,NA
"1061",1061,"MPR",11553,1992-10-27,1.36,24,3.09,13.78,NA,1992,NA
"1062",1062,"Q1",11550,1992-10-27,0.91,NA,3.33,6.03,NA,1992,NA
"1063",1063,"Q2",11551,1992-10-27,1.18,20,3.26,6.74,NA,1992,NA
"1064",1064,"Q3",11552,1992-10-27,0.86,27,3.48,5.22,NA,1992,NA
"1065",1065,"MPR",11566,1992-11-03,0.54,53,1.35,6.32,NA,1992,NA
"1066",1066,"Q1",11563,1992-11-03,1.04,10,3.08,5.47,NA,1992,NA
"1067",1067,"Q2",11564,1992-11-03,1.28,33,2.79,6.02,NA,1992,NA
"1068",1068,"Q3",11565,1992-11-03,0.91,116,3.25,4.79,NA,1992,NA
"1069",1069,"MPR",11579,1992-11-10,0.54,66,1,3.59,NA,1992,NA
"1070",1070,"Q1",11576,1992-11-10,1.11,135,2.22,3.58,NA,1992,NA
"1071",1071,"Q2",11577,1992-11-10,1.41,29,2.24,4.76,NA,1992,NA
"1072",1072,"Q3",11578,1992-11-10,0.85,85,2.22,3.02,NA,1992,NA
"1073",1073,"MPR",11592,1992-11-17,0.6,22,1.76,6.54,NA,1992,NA
"1074",1074,"Q1",11589,1992-11-17,0.41,20,1.06,3.02,NA,1992,NA
"1075",1075,"Q2",11590,1992-11-17,0.42,35,1,3.38,NA,1992,NA
"1076",1076,"Q3",11591,1992-11-17,1.61,14,2.91,4.14,NA,1992,NA
"1077",1077,"MPR",11605,1992-11-24,0.67,NA,1.62,6.2,NA,1992,NA
"1078",1078,"Q1",11602,1992-11-24,1.14,16,3.15,5.3,NA,1992,NA
"1079",1079,"Q2",11603,1992-11-24,1.41,7,2.87,6.28,NA,1992,NA
"1080",1080,"Q3",11604,1992-11-24,0.85,10,3.06,4.14,NA,1992,NA
"1081",1081,"MPR",11618,1992-12-01,0.94,37,1.91,7.38,NA,1992,NA
"1082",1082,"Q1",11615,1992-12-01,1.19,9,2.92,5.15,NA,1992,NA
"1083",1083,"Q2",11616,1992-12-01,1.42,16,2.92,5.69,NA,1992,NA
"1084",1084,"Q3",11617,1992-12-01,0.87,13,2.66,3.58,NA,1992,NA
"1085",1085,"MPR",11631,1992-12-08,0.65,19,1.99,8.04,NA,1992,NA
"1086",1086,"Q1",11628,1992-12-08,1.06,15,3.16,5.11,NA,1992,NA
"1087",1087,"Q2",11629,1992-12-08,1.26,18,3.06,6.44,NA,1992,NA
"1088",1088,"Q3",11630,1992-12-08,2.08,23,7.51,9.78,NA,1992,NA
"1089",1089,"MPR",11644,1992-12-15,0.35,14,1.45,7.31,NA,1992,NA
"1090",1090,"Q1",11641,1992-12-15,0.41,26,1.31,3.97,NA,1992,NA
"1091",1091,"Q2",11642,1992-12-15,1.02,326,3.07,7.22,NA,1992,NA
"1092",1092,"Q3",11643,1992-12-15,0.86,21,2.99,4.07,NA,1992,NA
"1093",1093,"MPR",11657,1992-12-22,NA,NA,NA,NA,NA,1992,NA
"1094",1094,"Q1",11665,1992-12-22,NA,NA,NA,NA,NA,1992,NA
"1095",1095,"Q1",11666,1992-12-22,NA,NA,NA,NA,NA,1992,NA
"1096",1096,"Q1",11654,1992-12-22,1.25,NA,2.75,4.63,NA,1992,NA
"1097",1097,"Q2",11667,1992-12-22,NA,NA,NA,NA,NA,1992,NA
"1098",1098,"Q2",11655,1992-12-22,1.41,NA,2.6,5.72,NA,1992,NA
"1099",1099,"Q3",11668,1992-12-22,NA,NA,NA,NA,NA,1992,NA
"1100",1100,"Q3",11656,1992-12-22,0.87,NA,1.84,3.24,NA,1992,NA
"1101",1101,"MPR",11674,1992-12-29,0.67,NA,1.7,6.87,NA,1992,NA
"1102",1102,"Q1",11671,1992-12-29,1.05,NA,2.81,4.66,NA,1992,NA
"1103",1103,"Q2",11672,1992-12-29,1.3,NA,2.89,5.74,NA,1992,NA
"1104",1104,"Q3",11673,1992-12-29,0.98,NA,2.78,4,NA,1992,NA
"1105",1105,"MPR",11687,1993-01-05,0.76,NA,1.9,7.55,NA,1993,NA
"1106",1106,"Q1",11684,1993-01-05,1.44,NA,4.25,7.11,NA,1993,NA
"1107",1107,"Q2",11685,1993-01-05,1.44,NA,3.72,7.41,NA,1993,NA
"1108",1108,"Q3",11686,1993-01-05,0.79,NA,2.96,4.11,NA,1993,NA
"1109",1109,"MPR",11700,1993-01-12,0.82,NA,2.06,7.87,NA,1993,NA
"1110",1110,"Q1",11697,1993-01-12,1.14,NA,2.98,5.17,NA,1993,NA
"1111",1111,"Q2",11698,1993-01-12,1.17,NA,2.92,6.13,NA,1993,NA
"1112",1112,"Q3",11699,1993-01-12,0.76,NA,3.02,3.59,NA,1993,NA
"1113",1113,"MPR",11713,1993-01-19,0.59,NA,2.06,7.93,NA,1993,NA
"1114",1114,"Q1",11710,1993-01-19,1.14,NA,2.9,4.28,NA,1993,NA
"1115",1115,"Q2",11711,1993-01-19,1.13,NA,3.13,6.47,NA,1993,NA
"1116",1116,"Q3",11712,1993-01-19,0.73,NA,3.03,4,NA,1993,NA
"1117",1117,"MPR",11726,1993-01-26,0.75,NA,2.02,7.79,NA,1993,NA
"1118",1118,"Q1",11723,1993-01-26,1.18,NA,2.73,4.01,NA,1993,NA
"1119",1119,"Q2",11724,1993-01-26,1.21,NA,2.99,5.74,NA,1993,NA
"1120",1120,"Q3",11725,1993-01-26,0.89,NA,2.93,3.55,NA,1993,NA
"1121",1121,"MPR",11739,1993-02-02,0.78,NA,1.97,7.66,NA,1993,NA
"1122",1122,"Q1",11736,1993-02-02,1.07,NA,3.19,4.67,NA,1993,NA
"1123",1123,"Q2",11737,1993-02-02,1.17,NA,2.91,6.24,NA,1993,NA
"1124",1124,"Q3",11738,1993-02-02,0.79,NA,3.17,4.06,NA,1993,NA
"1125",1125,"MPR",11752,1993-02-09,0.75,NA,2.22,9.21,NA,1993,NA
"1126",1126,"Q1",11749,1993-02-09,1,NA,3.15,4.78,NA,1993,NA
"1127",1127,"Q2",11750,1993-02-09,1.12,NA,3.07,5.91,NA,1993,NA
"1128",1128,"Q3",11751,1993-02-09,1.06,NA,3.37,4.08,NA,1993,NA
"1129",1129,"MPR",11765,1993-02-16,0.53,NA,1.25,5.59,NA,1993,NA
"1130",1130,"Q1",11762,1993-02-16,1.09,NA,3.15,4.84,NA,1993,NA
"1131",1131,"Q2",11763,1993-02-16,1.51,NA,3.67,8.09,NA,1993,NA
"1132",1132,"Q3",11764,1993-02-16,0.56,NA,2.12,3.69,NA,1993,NA
"1133",1133,"MPR",11778,1993-02-23,0.88,NA,2.09,7.5,NA,1993,NA
"1134",1134,"Q1",11775,1993-02-23,0.91,NA,3.11,4.77,NA,1993,NA
"1135",1135,"Q2",11776,1993-02-23,1.47,NA,3.09,6.27,NA,1993,NA
"1136",1136,"Q3",11777,1993-02-23,0.84,NA,3.35,4.39,NA,1993,NA
"1137",1137,"MPR",11791,1993-03-02,0.64,78,2.26,9.12,NA,1993,NA
"1138",1138,"Q1",11788,1993-03-02,1.24,20,3.17,5.15,NA,1993,NA
"1139",1139,"Q2",11789,1993-03-02,1.21,135,3.13,6.15,NA,1993,NA
"1140",1140,"Q3",11790,1993-03-02,0.89,207,3.24,4.87,NA,1993,NA
"1141",1141,"MPR",11804,1993-03-09,0.91,76,2.32,9.09,NA,1993,NA
"1142",1142,"Q1",11801,1993-03-09,1.1,194,3.81,6.84,NA,1993,NA
"1143",1143,"Q2",11802,1993-03-09,0.94,220,3.11,6.36,NA,1993,NA
"1144",1144,"Q3",11803,1993-03-09,0.66,13,3.49,4.71,NA,1993,NA
"1145",1145,"MPR",11817,1993-03-16,0.78,99,2.32,8.53,NA,1993,NA
"1146",1146,"Q1",11814,1993-03-16,1,63,3.14,4.64,NA,1993,NA
"1147",1147,"Q2",11815,1993-03-16,1,183,2.82,5.29,NA,1993,NA
"1148",1148,"Q3",11816,1993-03-16,0.87,210,3.48,4.88,NA,1993,NA
"1149",1149,"MPR",11903,1993-03-23,0.8,46,2.46,9.72,NA,1993,NA
"1150",1150,"Q1",11900,1993-03-23,1.05,135,3.15,5.39,NA,1993,NA
"1151",1151,"Q2",11901,1993-03-23,2.36,NA,3.14,5.93,NA,1993,NA
"1152",1152,"Q3",11902,1993-03-23,0.93,63,3.05,3.92,NA,1993,NA
"1153",1153,"MPR",11916,1993-03-30,0.71,132,2.39,8.79,NA,1993,NA
"1154",1154,"Q1",11913,1993-03-30,1.46,177,4.72,8.59,NA,1993,NA
"1155",1155,"Q2",11914,1993-03-30,1.53,NA,4.6,10,NA,1993,NA
"1156",1156,"Q3",11915,1993-03-30,0.78,116,3.42,4.61,NA,1993,NA
"1157",1157,"MPR",11929,1993-04-06,0.85,119,2.46,10.02,NA,1993,NA
"1158",1158,"Q1",11926,1993-04-06,1.23,163,3.62,6.48,NA,1993,NA
"1159",1159,"Q2",11927,1993-04-06,1.28,44,3.5,7.7,NA,1993,NA
"1160",1160,"Q3",11928,1993-04-06,0.82,168,3.79,5.55,NA,1993,NA
"1161",1161,"MPR",11942,1993-04-13,0.82,57,2.46,10.68,NA,1993,NA
"1162",1162,"Q1",11939,1993-04-13,1.28,172,4.18,7.18,NA,1993,NA
"1163",1163,"Q2",11940,1993-04-13,1.23,93,3.56,7.47,NA,1993,NA
"1164",1164,"Q3",11941,1993-04-13,0.94,162,3.69,5.39,NA,1993,NA
"1165",1165,"MPR",11955,1993-04-20,0.96,72,2.31,9.75,NA,1993,NA
"1166",1166,"Q1",11952,1993-04-20,1.56,138,4.31,7.3,NA,1993,NA
"1167",1167,"Q2",11953,1993-04-20,1.29,67,3.02,6.54,NA,1993,NA
"1168",1168,"Q3",11954,1993-04-20,0.97,156,3.28,4.77,NA,1993,NA
"1169",1169,"MPR",11968,1993-04-27,0.78,53,2.36,8.13,NA,1993,NA
"1170",1170,"Q1",11965,1993-04-27,0.84,183,3.49,1.16,NA,1993,NA
"1171",1171,"Q2",11966,1993-04-27,0.97,36,3.27,3.08,NA,1993,NA
"1172",1172,"Q3",11967,1993-04-27,0.65,145,5.21,2.16,NA,1993,NA
"1173",1173,"MPR",12011,1993-05-04,1.07,68,1.67,6.55,NA,1993,NA
"1174",1174,"Q1",12008,1993-05-04,1.05,9,2.62,4.58,NA,1993,NA
"1175",1175,"Q2",12009,1993-05-04,1.14,365,2.17,4.76,NA,1993,NA
"1176",1176,"Q3",12010,1993-05-04,0.69,NA,2.73,3.83,NA,1993,NA
"1177",1177,"MPR",12024,1993-05-11,0.68,25,1.52,5.78,NA,1993,NA
"1178",1178,"Q1",12021,1993-05-11,1.08,12,2.68,4.01,NA,1993,NA
"1179",1179,"Q2",12022,1993-05-11,1.39,12,2.33,4.33,NA,1993,NA
"1180",1180,"Q3",12023,1993-05-11,0.94,NA,2.75,3.62,NA,1993,NA
"1181",1181,"MPR",12037,1993-05-18,0.81,75,2.04,8.04,NA,1993,NA
"1182",1182,"Q1",12034,1993-05-18,1.07,10,2.96,4.79,NA,1993,NA
"1183",1183,"Q2",12035,1993-05-18,1.28,NA,2.5,5.1,NA,1993,NA
"1184",1184,"Q3",12036,1993-05-18,1.25,NA,2.81,3.73,NA,1993,NA
"1185",1185,"MPR",12050,1993-05-25,0.87,11,1.68,6.8,NA,1993,NA
"1186",1186,"Q1",12047,1993-05-25,1.64,6,3.99,6.99,NA,1993,NA
"1187",1187,"Q2",12048,1993-05-25,1.6,12,2.45,5.66,NA,1993,NA
"1188",1188,"Q3",12049,1993-05-25,0.73,NA,2.62,3.83,NA,1993,NA
"1189",1189,"MPR",12063,1993-06-01,0.74,NA,1.74,6.9,NA,1993,NA
"1190",1190,"Q1",12060,1993-06-01,1.35,17,3.75,6.76,NA,1993,NA
"1191",1191,"Q2",12061,1993-06-01,1.21,44,2.82,6.01,NA,1993,NA
"1192",1192,"Q3",12062,1993-06-01,0.73,16,3.03,4.41,NA,1993,NA
"1193",1193,"MPR",12204,1993-06-08,0.83,56,2.34,9.04,NA,1993,NA
"1194",1194,"Q1",12201,1993-06-08,1.11,75,3.3,5.97,NA,1993,NA
"1195",1195,"Q2",12202,1993-06-08,1.73,89,3.73,8.04,NA,1993,NA
"1196",1196,"Q3",12203,1993-06-08,NA,NA,NA,NA,NA,1993,NA
"1197",1197,"MPR",12117,1993-06-15,NA,NA,NA,NA,NA,1993,NA
"1198",1198,"MPR",12217,1993-06-15,0.72,17,1.77,7.26,NA,1993,NA
"1199",1199,"Q1",12214,1993-06-15,1,37,3.15,5.77,NA,1993,NA
"1200",1200,"Q2",12215,1993-06-15,1.28,38,2.8,5.77,NA,1993,NA
"1201",1201,"Q2",12115,1993-06-15,NA,NA,NA,NA,NA,1993,NA
"1202",1202,"Q3",12216,1993-06-15,0.69,8,3.36,4.72,NA,1993,NA
"1203",1203,"Q3",12116,1993-06-15,NA,NA,NA,NA,NA,1993,NA
"1204",1204,"MPR",12230,1993-06-22,1.01,NA,1.89,7.22,NA,1993,NA
"1205",1205,"Q1",12227,1993-06-22,1.12,26,2.59,4.54,NA,1993,NA
"1206",1206,"Q2",12228,1993-06-22,2.31,186,3.71,7.65,NA,1993,NA
"1207",1207,"Q3",12229,1993-06-22,0.68,36,2.23,3.47,NA,1993,NA
"1208",1208,"MPR",12243,1993-06-29,0.97,NA,3.29,14.36,NA,1993,NA
"1209",1209,"Q1",12240,1993-06-29,1.19,17,3.2,5.43,NA,1993,NA
"1210",1210,"Q2",12241,1993-06-29,1.27,14,3.23,6.32,NA,1993,NA
"1211",1211,"Q3",12242,1993-06-29,1.13,NA,4.64,6.12,NA,1993,NA
"1212",1212,"MPR",12256,1993-07-06,0.64,148,2.19,8.71,NA,1993,NA
"1213",1213,"Q1",12253,1993-07-06,0.86,55,3.38,6.24,NA,1993,NA
"1214",1214,"Q2",12254,1993-07-06,1.15,187,3.08,6.66,NA,1993,NA
"1215",1215,"Q3",12255,1993-07-06,0.69,176,3.07,4.63,NA,1993,NA
"1216",1216,"MPR",12269,1993-07-13,0.64,NA,1.88,7.99,NA,1993,NA
"1217",1217,"Q1",12266,1993-07-13,1.06,NA,3.11,5.24,NA,1993,NA
"1218",1218,"Q2",12267,1993-07-13,1.34,NA,2.78,5.91,NA,1993,NA
"1219",1219,"Q3",12268,1993-07-13,0.68,NA,2.97,4.34,NA,1993,NA
"1220",1220,"MPR",12282,1993-07-20,0.76,NA,2.14,8.47,NA,1993,NA
"1221",1221,"Q1",12279,1993-07-20,0.92,NA,3.29,5.83,NA,1993,NA
"1222",1222,"Q2",12280,1993-07-20,2.29,NA,5.05,11.08,NA,1993,NA
"1223",1223,"Q3",12281,1993-07-20,0.86,NA,1.66,4.35,NA,1993,NA
"1224",1224,"MPR",12295,1993-07-27,0.7,NA,0.93,7.45,NA,1993,NA
"1225",1225,"Q1",12292,1993-07-27,1.05,NA,1.6,5.21,NA,1993,NA
"1226",1226,"Q2",12293,1993-07-27,1.29,NA,1.52,6.31,NA,1993,NA
"1227",1227,"Q3",12294,1993-07-27,0.85,NA,1.49,4.05,NA,1993,NA
"1228",1228,"MPR",12308,1993-08-03,0.69,6,2.34,9.46,NA,1993,NA
"1229",1229,"Q1",12305,1993-08-03,1.1,NA,3.13,5.61,NA,1993,NA
"1230",1230,"Q2",12306,1993-08-03,1.18,NA,3.18,6.67,NA,1993,NA
"1231",1231,"Q3",12307,1993-08-03,0.84,21,3.25,4.91,NA,1993,NA
"1232",1232,"MPR",12321,1993-08-10,NA,NA,NA,NA,NA,1993,NA
"1233",1233,"Q1",12318,1993-08-10,0.87,61,3.16,5.48,NA,1993,NA
"1234",1234,"Q2",12319,1993-08-10,1.3,52,3.12,6.83,NA,1993,NA
"1235",1235,"Q3",12320,1993-08-10,0.86,86,3.35,4.87,NA,1993,NA
"1236",1236,"MPR",12334,1993-08-17,0.98,40,2.42,9.77,NA,1993,NA
"1237",1237,"Q1",12331,1993-08-17,1.17,6,3.22,5.77,NA,1993,NA
"1238",1238,"Q2",12332,1993-08-17,1.34,6,3.24,7.03,NA,1993,NA
"1239",1239,"Q3",12333,1993-08-17,1.11,80,4.54,6.38,NA,1993,NA
"1240",1240,"MPR",12347,1993-08-24,0.97,58,2.7,10.85,NA,1993,NA
"1241",1241,"Q1",12344,1993-08-24,0.98,11,3.18,5.27,NA,1993,NA
"1242",1242,"Q2",12345,1993-08-24,1.62,NA,3.99,8.37,NA,1993,NA
"1243",1243,"Q3",12346,1993-08-24,0.87,324,3.45,4.84,NA,1993,NA
"1244",1244,"MPR",12360,1993-08-31,0.76,NA,1.48,6,NA,1993,NA
"1245",1245,"Q1",12357,1993-08-31,1.05,21,2.91,5.26,NA,1993,NA
"1246",1246,"Q2",12358,1993-08-31,1.33,7,2.69,5.94,NA,1993,NA
"1247",1247,"Q3",12359,1993-08-31,0.76,18,2.6,4.01,NA,1993,NA
"1248",1248,"MPR",12373,1993-09-07,0.96,99,1.9,7.65,NA,1993,NA
"1249",1249,"Q1",12370,1993-09-07,0.83,124,3.52,5.54,NA,1993,NA
"1250",1250,"Q2",12371,1993-09-07,1.02,29,3.03,6.71,NA,1993,NA
"1251",1251,"Q3",12372,1993-09-07,0.69,88,3.24,4.44,NA,1993,NA
"1252",1252,"MPR",12386,1993-09-14,0.91,56,2.55,10.58,NA,1993,NA
"1253",1253,"Q1",12383,1993-09-14,1.49,9,4.66,8.01,NA,1993,NA
"1254",1254,"Q2",12384,1993-09-14,1.39,163,1.65,5.63,NA,1993,NA
"1255",1255,"Q3",12385,1993-09-14,1.08,NA,4.08,5.45,NA,1993,NA
"1256",1256,"MPR",12399,1993-09-21,0.76,54,1.97,8.35,NA,1993,NA
"1257",1257,"Q1",12396,1993-09-21,1.02,192,3.25,5.98,NA,1993,NA
"1258",1258,"Q2",12397,1993-09-21,1.21,248,2.98,6.72,NA,1993,NA
"1259",1259,"Q3",12398,1993-09-21,0.68,124,3.08,4.69,NA,1993,NA
"1260",1260,"MPR",12412,1993-09-28,0.35,6,1.44,6.78,NA,1993,NA
"1261",1261,"Q1",12409,1993-09-28,1.01,9,2.56,4.24,NA,1993,NA
"1262",1262,"Q2",12410,1993-09-28,1.05,18,2.49,5.58,NA,1993,NA
"1263",1263,"Q3",12411,1993-09-28,1,51,NA,3.99,NA,1993,NA
"1264",1264,"MPR",12425,1993-10-05,0.8,19,2.02,7.36,NA,1993,NA
"1265",1265,"Q1",12422,1993-10-05,1.08,9,3.22,6.03,NA,1993,NA
"1266",1266,"Q2",12423,1993-10-05,1.16,14,2.97,6.44,NA,1993,NA
"1267",1267,"Q3",12424,1993-10-05,0.62,57,3.13,4.3,NA,1993,NA
"1268",1268,"MPR",12438,1993-10-13,0.71,70,2.14,8.03,NA,1993,NA
"1269",1269,"Q1",12435,1993-10-13,1.21,7,3.01,5.24,NA,1993,NA
